,Name,2017 NAICS Code,Emissions (tCO2e),2017 NAICS Title,FRS ID (FACILITY),REPORTING YEAR,FACILITY NAME,FACILITY ADDRESS,FACILITY CITY,FACILITY STATE,FACILITY ZIP,FACILITY COUNTY,PARENT CO. STREET ADDRESS,PARENT CO. CITY,PARENT CO. STATE,PARENT CO. ZIP,PARENT CO. PERCENT OWNERSHIP,FACILITY NAICS CODE,PARENT EMISSIONS AMT,symbol,exchange,exchangeSuffix,exchangeName,exchangeSegment,exchangeSegmentName,date,type,iexId,region,currency,isEnabled,figi,cik,lei,marketcap,week52high,week52low,week52highSplitAdjustOnly,week52lowSplitAdjustOnly,week52change,sharesOutstanding,float,avg10Volume,avg30Volume,day200MovingAvg,day50MovingAvg,employees,ttmEPS,ttmDividendRate,dividendYield,nextDividendDate,exDividendDate,nextEarningsDate,peRatio,beta,maxChangePercent,year5ChangePercent,year2ChangePercent,year1ChangePercent,ytdChangePercent,month6ChangePercent,month3ChangePercent,month1ChangePercent,day30ChangePercent,day5ChangePercent
MGM RESORTS INTERNATIONAL,MGM RESORTS INTERNATIONAL,721120,100925.82,Casino Hotels,110070081952.0,2020,MGM RESORTS INTERNATIONAL,4882 Frank Sinatra Dr,LAS VEGAS,NV,89158,CLARK COUNTY,4882 Frank Sinatra Drive,Las Vegas,NV,89158,100.0,721120,100925.82,MGM,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4D37394238392D52,US,USD,True,BBG000C2BXK4,789570.0,54930066VBP7DZEGGJ87,18109855546,51.16,35.71,51.17,35.72,0.033532669321719,435333066,0,4065434,4222972,43.71,41.26,2020,2.41,0.009999064722261001,0.00024036213274600002,,2022-03-09,2022-05-02,15.39859425749444,1.486263120453625,-0.23230377149226403,0.612328108770134,1.886623691131264,0.048373886417761004,-0.07302181518372401,-0.13232104121475002,-0.064474779049632,0.037665253180344006,-0.013516718046004001,0.061224489795918005
NEENAH INC,NEENAH PAPER INC - WHITING MILL,322121,45006.68,Paper (except Newsprint) Mills ,110000850945.0,2020,NEENAH PAPER INC - WHITING MILL,3243 WHITING ROAD,STEVENS POINT,WI,54481,PORTAGE COUNTY,"3460 Preston Ridge Road, Suite 600",Alpharetta,GA,30055,100.0,322121,45006.68,NP,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_424D463239312D52,US,USD,True,BBG000QCQ764,1296435.0,8SR38IKUT3O1F1I6VH65,662102707,55.8,31.46,57.23,31.46,-0.253413494210358,16787594,0,86793,170507,45.07,37.81,2239,-1.49,1.8633435852386602,0.047245019909702,,2022-02-17,2022-05-04,-26.378593918725095,0.8728106054548711,0.514488245820181,-0.38448285010659106,0.0072581839727440004,-0.24667987141604703,-0.13923862775780801,-0.19665299238612802,-0.197662969623487,0.083218895907717,0.060785368477676,0.055957161981258004
NEENAH INC,NEENAH PAPER MICHIGAN INC,322121,72923.096,Paper (except Newsprint) Mills ,110000412447.0,2020,NEENAH PAPER MICHIGAN INC,501 EAST MUNISING AVENUE,MUNISING,MI,49862,ALGER COUNTY,2460 Preston Ridge road,Alpharetta,GA,30005,100.0,322121,72923.096,NP,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_424D463239312D52,US,USD,True,BBG000QCQ764,1296435.0,8SR38IKUT3O1F1I6VH65,662102707,55.8,31.46,57.23,31.46,-0.253413494210358,16787594,0,86793,170507,45.07,37.81,2239,-1.49,1.8633435852386602,0.047245019909702,,2022-02-17,2022-05-04,-26.378593918725095,0.8728106054548711,0.514488245820181,-0.38448285010659106,0.0072581839727440004,-0.24667987141604703,-0.13923862775780801,-0.19665299238612802,-0.197662969623487,0.083218895907717,0.060785368477676,0.055957161981258004
NEWMONT CORP,TS Power Plant,221112,1142526.868,Fossil Fuel Electric Power Generation ,110039075675.0,2020,TS Power Plant,450 TS POWER PLANT ROAD,BATTLE MOUNTAIN,NV,89820,Eureka,"6900 East Layton Avenue, Suite 700",Denver,CO,80237,38.5,221112,439872.84417999996,NEM,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4347474734522D52,US,USD,True,BBG000BPWXK1,1164727.0,549300VSP3RIX7FGDZ51,67184419165,85.29,51.72,85.29,52.6,0.34061231364350103,792549477,0,5412943,7141987,62.86,77.15,14300,1.46,2.172551509809688,0.02562877798525,,2022-03-09,2022-04-22,57.61957046765866,-0.129775719502214,1.346678330389719,1.766852603165381,0.543554381294531,0.35365168180482603,0.376572129164264,0.5117658073778161,0.394559949462213,0.15537685702603202,0.167470045448285,0.032269849001461
NEWMONT CORP,Nevada Gold Mines LLC - Goldstrike,212221,371441.722,Gold Ore Mining ,110043802178.0,2020,Nevada Gold Mines LLC - Goldstrike,,Carlin,NV,89822,EUREKA COUNTY,"6900 E Layton Avenue, Suite 700",Denver,CO,80237,38.5,212221,143005.06297,NEM,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4347474734522D52,US,USD,True,BBG000BPWXK1,1164727.0,549300VSP3RIX7FGDZ51,67184419165,85.29,51.72,85.29,52.6,0.34061231364350103,792549477,0,5412943,7141987,62.86,77.15,14300,1.46,2.172551509809688,0.02562877798525,,2022-03-09,2022-04-22,57.61957046765866,-0.129775719502214,1.346678330389719,1.766852603165381,0.543554381294531,0.35365168180482603,0.376572129164264,0.5117658073778161,0.394559949462213,0.15537685702603202,0.167470045448285,0.032269849001461
NEWMONT CORP,NEVADA GOLD MINES CARLIN SOUTH AREA,212221,87929.31,Gold Ore Mining ,110001091425.0,2020,NEVADA GOLD MINES CARLIN SOUTH AREA,,CARLIN,NV,89822,EUREKA COUNTY,"6900 E Layton Avenue, Suite 700",Denver,CO,80237,38.5,212221,33852.78435,NEM,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4347474734522D52,US,USD,True,BBG000BPWXK1,1164727.0,549300VSP3RIX7FGDZ51,67184419165,85.29,51.72,85.29,52.6,0.34061231364350103,792549477,0,5412943,7141987,62.86,77.15,14300,1.46,2.172551509809688,0.02562877798525,,2022-03-09,2022-04-22,57.61957046765866,-0.129775719502214,1.346678330389719,1.766852603165381,0.543554381294531,0.35365168180482603,0.376572129164264,0.5117658073778161,0.394559949462213,0.15537685702603202,0.167470045448285,0.032269849001461
NEXTERA ENERGY INC,Martin,221112,4241413.91,Fossil Fuel Electric Power Generation ,110008320566.0,2020,Martin,21900 SW WARFIELD BLVD,INDIANTOWN,FL,34956,Martin,700 Universe Blvd,Juno Beach,FL,33408,100.0,221112,4241413.91,NEE,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4B42335950532D52,US,USD,True,BBG000BJSBJ0,753308.0,,162230582725,93.21,69.41,93.73,69.79,0.038054909983428004,1964439781,0,7338630,7504813,82.94,82.74,2018,1.81,1.5685251606453852,0.018941252996563,,2022-02-28,2022-04-21,45.40458514556955,0.5214667764923211,1.692443373666336,1.829427964219576,0.44599561713682,0.047893583312664,-0.10809104989132501,0.024090425663476002,0.0008254604389320001,0.010124420590387,0.0036359229184340005,-0.038099663143222
NEXTERA ENERGY INC,Scherer,221112,6862267.79,Fossil Fuel Electric Power Generation ,110007356066.0,2020,Scherer,10986 HIGHWAY 87,JULIETTE,GA,31046,Monroe,P. O. Box 14000,Juno Beach,FL,33408-0420,19.0,221112,1303830.8801,NEE,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4B42335950532D52,US,USD,True,BBG000BJSBJ0,753308.0,,162230582725,93.21,69.41,93.73,69.79,0.038054909983428004,1964439781,0,7338630,7504813,82.94,82.74,2018,1.81,1.5685251606453852,0.018941252996563,,2022-02-28,2022-04-21,45.40458514556955,0.5214667764923211,1.692443373666336,1.829427964219576,0.44599561713682,0.047893583312664,-0.10809104989132501,0.024090425663476002,0.0008254604389320001,0.010124420590387,0.0036359229184340005,-0.038099663143222
NEXTERA ENERGY INC,Bellingham,221112,26110.994,Fossil Fuel Electric Power Generation ,110000310486.0,2020,Bellingham,92 DEPOT ST,BELLINGHAM,MA,2019,Norfolk,700 Universe Boulevard,Juno Beach,FL,33408,100.0,221112,26110.994,NEE,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4B42335950532D52,US,USD,True,BBG000BJSBJ0,753308.0,,162230582725,93.21,69.41,93.73,69.79,0.038054909983428004,1964439781,0,7338630,7504813,82.94,82.74,2018,1.81,1.5685251606453852,0.018941252996563,,2022-02-28,2022-04-21,45.40458514556955,0.5214667764923211,1.692443373666336,1.829427964219576,0.44599561713682,0.047893583312664,-0.10809104989132501,0.024090425663476002,0.0008254604389320001,0.010124420590387,0.0036359229184340005,-0.038099663143222
NEXTERA ENERGY INC,Fort Myers,221112,3670949.066,Fossil Fuel Electric Power Generation ,110000365248.0,2020,Fort Myers,10650 STATE ROAD 80,FORT MYERS,FL,33905,Lee,700 Universe Blvd.,Juno Beach ,FL,33408,100.0,221112,3670949.066,NEE,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4B42335950532D52,US,USD,True,BBG000BJSBJ0,753308.0,,162230582725,93.21,69.41,93.73,69.79,0.038054909983428004,1964439781,0,7338630,7504813,82.94,82.74,2018,1.81,1.5685251606453852,0.018941252996563,,2022-02-28,2022-04-21,45.40458514556955,0.5214667764923211,1.692443373666336,1.829427964219576,0.44599561713682,0.047893583312664,-0.10809104989132501,0.024090425663476002,0.0008254604389320001,0.010124420590387,0.0036359229184340005,-0.038099663143222
NEXTERA ENERGY INC,Port Everglades,221112,2202498.45,Fossil Fuel Electric Power Generation ,110055206584.0,2020,Port Everglades,8100 EISENHOWER BOULEVARD,FORT LAUDERDALE,FL,33316,Broward,700 Universe Blvd.,Juno Beach ,FL,33408,100.0,221112,2202498.45,NEE,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4B42335950532D52,US,USD,True,BBG000BJSBJ0,753308.0,,162230582725,93.21,69.41,93.73,69.79,0.038054909983428004,1964439781,0,7338630,7504813,82.94,82.74,2018,1.81,1.5685251606453852,0.018941252996563,,2022-02-28,2022-04-21,45.40458514556955,0.5214667764923211,1.692443373666336,1.829427964219576,0.44599561713682,0.047893583312664,-0.10809104989132501,0.024090425663476002,0.0008254604389320001,0.010124420590387,0.0036359229184340005,-0.038099663143222
NEXTERA ENERGY INC,Riviera,221112,2247146.854,Fossil Fuel Electric Power Generation ,110000363963.0,2020,Riviera,200 300 BROADWAY,RIVIERA BEACH,FL,33404,Palm Beach,700 Universe Boulevard,Juno Beach ,FL,33408,100.0,221112,2247146.854,NEE,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4B42335950532D52,US,USD,True,BBG000BJSBJ0,753308.0,,162230582725,93.21,69.41,93.73,69.79,0.038054909983428004,1964439781,0,7338630,7504813,82.94,82.74,2018,1.81,1.5685251606453852,0.018941252996563,,2022-02-28,2022-04-21,45.40458514556955,0.5214667764923211,1.692443373666336,1.829427964219576,0.44599561713682,0.047893583312664,-0.10809104989132501,0.024090425663476002,0.0008254604389320001,0.010124420590387,0.0036359229184340005,-0.038099663143222
NEXTERA ENERGY INC,Lansing Smith Generating Plant,221112,1901543.9,Fossil Fuel Electric Power Generation ,110000588677.0,2020,Lansing Smith Generating Plant,4300 HIGHWAY 2300,SOUTHPORT,FL,32409,Bay,700 Universe Blvd,Juno Beach,FL,33408,100.0,221112,1901543.9,NEE,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4B42335950532D52,US,USD,True,BBG000BJSBJ0,753308.0,,162230582725,93.21,69.41,93.73,69.79,0.038054909983428004,1964439781,0,7338630,7504813,82.94,82.74,2018,1.81,1.5685251606453852,0.018941252996563,,2022-02-28,2022-04-21,45.40458514556955,0.5214667764923211,1.692443373666336,1.829427964219576,0.44599561713682,0.047893583312664,-0.10809104989132501,0.024090425663476002,0.0008254604389320001,0.010124420590387,0.0036359229184340005,-0.038099663143222
NEXTERA ENERGY INC,William F Wyman,221112,26010.892,Fossil Fuel Electric Power Generation ,110000581406.0,2020,William F Wyman,677 COUSINS ST,YARMOUTH,ME,4096,Cumberland,700 Universe Blvd,Juno Beach,FL,33408,100.0,221112,26010.892000000003,NEE,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4B42335950532D52,US,USD,True,BBG000BJSBJ0,753308.0,,162230582725,93.21,69.41,93.73,69.79,0.038054909983428004,1964439781,0,7338630,7504813,82.94,82.74,2018,1.81,1.5685251606453852,0.018941252996563,,2022-02-28,2022-04-21,45.40458514556955,0.5214667764923211,1.692443373666336,1.829427964219576,0.44599561713682,0.047893583312664,-0.10809104989132501,0.024090425663476002,0.0008254604389320001,0.010124420590387,0.0036359229184340005,-0.038099663143222
NEXTERA ENERGY INC,PEA RIDGE,221112,72930.776,Fossil Fuel Electric Power Generation ,110028016153.0,2020,PEA RIDGE,4575 HIGHWAY 90,PACE,FL,32571,SANTA ROSA COUNTY,700 Universe Blvd,Juno Beach,FL,33408,100.0,221112,72930.776,NEE,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4B42335950532D52,US,USD,True,BBG000BJSBJ0,753308.0,,162230582725,93.21,69.41,93.73,69.79,0.038054909983428004,1964439781,0,7338630,7504813,82.94,82.74,2018,1.81,1.5685251606453852,0.018941252996563,,2022-02-28,2022-04-21,45.40458514556955,0.5214667764923211,1.692443373666336,1.829427964219576,0.44599561713682,0.047893583312664,-0.10809104989132501,0.024090425663476002,0.0008254604389320001,0.010124420590387,0.0036359229184340005,-0.038099663143222
NEXTERA ENERGY INC,FPL Transmission and Distribution System,221121,41040.0,Electric Bulk Power Transmission and Control ,110010115623.0,2020,FPL Transmission and Distribution System,"2455 Port West Blvd, BLDG-E",Riviera Beach,FL,33407,PALM BEACH COUNTY,"2455 Port West Blvd, BLDG-E",Riviera Beach,FL,33407,100.0,221121,41040.0,NEE,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4B42335950532D52,US,USD,True,BBG000BJSBJ0,753308.0,,162230582725,93.21,69.41,93.73,69.79,0.038054909983428004,1964439781,0,7338630,7504813,82.94,82.74,2018,1.81,1.5685251606453852,0.018941252996563,,2022-02-28,2022-04-21,45.40458514556955,0.5214667764923211,1.692443373666336,1.829427964219576,0.44599561713682,0.047893583312664,-0.10809104989132501,0.024090425663476002,0.0008254604389320001,0.010124420590387,0.0036359229184340005,-0.038099663143222
NEXTERA ENERGY INC,Luz Solar Partners III - VII,221114,9.6,Solar Electric Power Generation ,110038856636.0,2020,Luz Solar Partners III - VII,41100 Highway 395,Boron,CA,93516,KERN COUNTY,700 Universe Blvd.,Juno Beach,FL,33408,44.966,221114,4.316736000000001,NEE,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4B42335950532D52,US,USD,True,BBG000BJSBJ0,753308.0,,162230582725,93.21,69.41,93.73,69.79,0.038054909983428004,1964439781,0,7338630,7504813,82.94,82.74,2018,1.81,1.5685251606453852,0.018941252996563,,2022-02-28,2022-04-21,45.40458514556955,0.5214667764923211,1.692443373666336,1.829427964219576,0.44599561713682,0.047893583312664,-0.10809104989132501,0.024090425663476002,0.0008254604389320001,0.010124420590387,0.0036359229184340005,-0.038099663143222
NEXTERA ENERGY INC,Florida City Gas,221210,16862.05,Natural Gas Distribution ,110070081889.0,2020,Florida City Gas,4180 South US Highway 1,Rockledge,FL,32955,BREVARD COUNTY,700 Universe Blvd,Juno Beach,FL,33408,100.0,221210,16862.05,NEE,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4B42335950532D52,US,USD,True,BBG000BJSBJ0,753308.0,,162230582725,93.21,69.41,93.73,69.79,0.038054909983428004,1964439781,0,7338630,7504813,82.94,82.74,2018,1.81,1.5685251606453852,0.018941252996563,,2022-02-28,2022-04-21,45.40458514556955,0.5214667764923211,1.692443373666336,1.829427964219576,0.44599561713682,0.047893583312664,-0.10809104989132501,0.024090425663476002,0.0008254604389320001,0.010124420590387,0.0036359229184340005,-0.038099663143222
NEXTERA ENERGY INC,Gulf Clean Energy Center,221112,1150695.07,Fossil Fuel Electric Power Generation ,110002526847.0,2020,Gulf Clean Energy Center,11999 PATE ST,PENSACOLA,FL,32514,Escambia,700 Universe Blvd,Juno Beach,FL,33408,100.0,221112,1150695.07,NEE,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4B42335950532D52,US,USD,True,BBG000BJSBJ0,753308.0,,162230582725,93.21,69.41,93.73,69.79,0.038054909983428004,1964439781,0,7338630,7504813,82.94,82.74,2018,1.81,1.5685251606453852,0.018941252996563,,2022-02-28,2022-04-21,45.40458514556955,0.5214667764923211,1.692443373666336,1.829427964219576,0.44599561713682,0.047893583312664,-0.10809104989132501,0.024090425663476002,0.0008254604389320001,0.010124420590387,0.0036359229184340005,-0.038099663143222
NEXTERA ENERGY INC,Sanford,221112,3668410.208,Fossil Fuel Electric Power Generation ,110017410014.0,2020,Sanford,950 S HWY 17 92,DEBARY,FL,32713,Volusia,950 S. Hwy 17-92 ,Debary,FL,32713,100.0,221112,3668410.208,NEE,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4B42335950532D52,US,USD,True,BBG000BJSBJ0,753308.0,,162230582725,93.21,69.41,93.73,69.79,0.038054909983428004,1964439781,0,7338630,7504813,82.94,82.74,2018,1.81,1.5685251606453852,0.018941252996563,,2022-02-28,2022-04-21,45.40458514556955,0.5214667764923211,1.692443373666336,1.829427964219576,0.44599561713682,0.047893583312664,-0.10809104989132501,0.024090425663476002,0.0008254604389320001,0.010124420590387,0.0036359229184340005,-0.038099663143222
NEXTERA ENERGY INC,Oleander Power Project,221112,59493.832,Fossil Fuel Electric Power Generation ,110008989737.0,2020,Oleander Power Project,555 TOWNSEND RD,COCOA,FL,32926,Brevard,700 Universe Blvd,Juno Beach,FL,33408,100.0,221112,59493.832,NEE,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4B42335950532D52,US,USD,True,BBG000BJSBJ0,753308.0,,162230582725,93.21,69.41,93.73,69.79,0.038054909983428004,1964439781,0,7338630,7504813,82.94,82.74,2018,1.81,1.5685251606453852,0.018941252996563,,2022-02-28,2022-04-21,45.40458514556955,0.5214667764923211,1.692443373666336,1.829427964219576,0.44599561713682,0.047893583312664,-0.10809104989132501,0.024090425663476002,0.0008254604389320001,0.010124420590387,0.0036359229184340005,-0.038099663143222
NEXTERA ENERGY INC,Turkey Point,221112,2361119.874,Fossil Fuel Electric Power Generation ,110000914832.0,2020,Turkey Point,9700 SW 344TH ST,HOMESTEAD,FL,33035,Miami-Dade,700 Universe Blvd,Juno Beach,FL,33408,100.0,221112,2361119.874,NEE,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4B42335950532D52,US,USD,True,BBG000BJSBJ0,753308.0,,162230582725,93.21,69.41,93.73,69.79,0.038054909983428004,1964439781,0,7338630,7504813,82.94,82.74,2018,1.81,1.5685251606453852,0.018941252996563,,2022-02-28,2022-04-21,45.40458514556955,0.5214667764923211,1.692443373666336,1.829427964219576,0.44599561713682,0.047893583312664,-0.10809104989132501,0.024090425663476002,0.0008254604389320001,0.010124420590387,0.0036359229184340005,-0.038099663143222
NEXTERA ENERGY INC,West County Energy Center,221112,7035591.692,Fossil Fuel Electric Power Generation ,110007477391.0,2020,West County Energy Center,20505 STATE RD 80,LOXAHATCHEE,FL,33470,Palm Beach,"700 Universe Blvd, GTA/JB",Juno Beach,FL,33408,100.0,221112,7035591.691999999,NEE,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4B42335950532D52,US,USD,True,BBG000BJSBJ0,753308.0,,162230582725,93.21,69.41,93.73,69.79,0.038054909983428004,1964439781,0,7338630,7504813,82.94,82.74,2018,1.81,1.5685251606453852,0.018941252996563,,2022-02-28,2022-04-21,45.40458514556955,0.5214667764923211,1.692443373666336,1.829427964219576,0.44599561713682,0.047893583312664,-0.10809104989132501,0.024090425663476002,0.0008254604389320001,0.010124420590387,0.0036359229184340005,-0.038099663143222
NEXTERA ENERGY INC,Manatee,221112,4041430.048,Fossil Fuel Electric Power Generation ,110000496776.0,2020,Manatee,19050 STATE ROAD 62,PARRISH,FL,34219,Manatee,700 Universe Blvd.,Juno Beach,FL,33408,100.0,221112,4041430.048,NEE,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4B42335950532D52,US,USD,True,BBG000BJSBJ0,753308.0,,162230582725,93.21,69.41,93.73,69.79,0.038054909983428004,1964439781,0,7338630,7504813,82.94,82.74,2018,1.81,1.5685251606453852,0.018941252996563,,2022-02-28,2022-04-21,45.40458514556955,0.5214667764923211,1.692443373666336,1.829427964219576,0.44599561713682,0.047893583312664,-0.10809104989132501,0.024090425663476002,0.0008254604389320001,0.010124420590387,0.0036359229184340005,-0.038099663143222
NEXTERA ENERGY INC,Stanton A,221112,851845.392,Fossil Fuel Electric Power Generation ,110069998634.0,2020,Stanton A,5100 S ALAFAYA TRAIL,ORLANDO,FL,32831,Orange,700 Universe Blvd,Juno Beach,FL,33410,100.0,221112,851845.392,NEE,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4B42335950532D52,US,USD,True,BBG000BJSBJ0,753308.0,,162230582725,93.21,69.41,93.73,69.79,0.038054909983428004,1964439781,0,7338630,7504813,82.94,82.74,2018,1.81,1.5685251606453852,0.018941252996563,,2022-02-28,2022-04-21,45.40458514556955,0.5214667764923211,1.692443373666336,1.829427964219576,0.44599561713682,0.047893583312664,-0.10809104989132501,0.024090425663476002,0.0008254604389320001,0.010124420590387,0.0036359229184340005,-0.038099663143222
NEXTERA ENERGY INC,Daniel Electric Generating Plant,221112,5833211.944,Fossil Fuel Electric Power Generation ,110040875666.0,2020,Daniel Electric Generating Plant,13201 HIGHWAY 63,ESCATAWPA,MS,39552,Jackson,700 Universe Blvd,Juno Beach,FL,33408,25.0,221112,1458302.986,NEE,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4B42335950532D52,US,USD,True,BBG000BJSBJ0,753308.0,,162230582725,93.21,69.41,93.73,69.79,0.038054909983428004,1964439781,0,7338630,7504813,82.94,82.74,2018,1.81,1.5685251606453852,0.018941252996563,,2022-02-28,2022-04-21,45.40458514556955,0.5214667764923211,1.692443373666336,1.829427964219576,0.44599561713682,0.047893583312664,-0.10809104989132501,0.024090425663476002,0.0008254604389320001,0.010124420590387,0.0036359229184340005,-0.038099663143222
NEXTERA ENERGY INC,Lauderdale,221112,209876.9,Fossil Fuel Electric Power Generation ,110002044065.0,2020,Lauderdale,4300 SOUTHWEST 42ND STREET,FORT LAUDERDALE,FL,33314,Broward,700 Universe Blvd,Juno Beach,FL,33408,100.0,221112,209876.9,NEE,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4B42335950532D52,US,USD,True,BBG000BJSBJ0,753308.0,,162230582725,93.21,69.41,93.73,69.79,0.038054909983428004,1964439781,0,7338630,7504813,82.94,82.74,2018,1.81,1.5685251606453852,0.018941252996563,,2022-02-28,2022-04-21,45.40458514556955,0.5214667764923211,1.692443373666336,1.829427964219576,0.44599561713682,0.047893583312664,-0.10809104989132501,0.024090425663476002,0.0008254604389320001,0.010124420590387,0.0036359229184340005,-0.038099663143222
NEXTERA ENERGY INC,Cape Canaveral,221112,2249695.952,Fossil Fuel Electric Power Generation ,110000604748.0,2020,Cape Canaveral,6000 NORTH US HWY 1,COCOA,FL,32927,Brevard,700 Universe Boulevard,Juno Beach,FL,33408,100.0,221112,2249695.952,NEE,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4B42335950532D52,US,USD,True,BBG000BJSBJ0,753308.0,,162230582725,93.21,69.41,93.73,69.79,0.038054909983428004,1964439781,0,7338630,7504813,82.94,82.74,2018,1.81,1.5685251606453852,0.018941252996563,,2022-02-28,2022-04-21,45.40458514556955,0.5214667764923211,1.692443373666336,1.829427964219576,0.44599561713682,0.047893583312664,-0.10809104989132501,0.024090425663476002,0.0008254604389320001,0.010124420590387,0.0036359229184340005,-0.038099663143222
NEXTERA ENERGY INC,Salt River Project - T & D Equipment,221121,7334.76,Electric Bulk Power Transmission and Control ,110039345045.0,2020,Salt River Project - T & D Equipment,1521 N. Project Drive,Tempe,AZ,85281,MARICOPA COUNTY,700 Universe Blvd,Juno Beach,FL,33408,0.21,221121,15.402996,NEE,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4B42335950532D52,US,USD,True,BBG000BJSBJ0,753308.0,,162230582725,93.21,69.41,93.73,69.79,0.038054909983428004,1964439781,0,7338630,7504813,82.94,82.74,2018,1.81,1.5685251606453852,0.018941252996563,,2022-02-28,2022-04-21,45.40458514556955,0.5214667764923211,1.692443373666336,1.829427964219576,0.44599561713682,0.047893583312664,-0.10809104989132501,0.024090425663476002,0.0008254604389320001,0.010124420590387,0.0036359229184340005,-0.038099663143222
NEXTERA ENERGY INC,"Trinity Operating USG, LLC - Chautauqua Platform (Basin 355)",211130,29559.54,Natural Gas Extraction ,110070082396.0,2020,"Trinity Operating USG, LLC - Chautauqua Platform (Basin 355)","601 Travis Street, Ste 1900",Houston,TX,77002,,"601 Travis Street, Ste 1900",Houston,TX,77002,100.0,211130,29559.54,NEE,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4B42335950532D52,US,USD,True,BBG000BJSBJ0,753308.0,,162230582725,93.21,69.41,93.73,69.79,0.038054909983428004,1964439781,0,7338630,7504813,82.94,82.74,2018,1.81,1.5685251606453852,0.018941252996563,,2022-02-28,2022-04-21,45.40458514556955,0.5214667764923211,1.692443373666336,1.829427964219576,0.44599561713682,0.047893583312664,-0.10809104989132501,0.024090425663476002,0.0008254604389320001,0.010124420590387,0.0036359229184340005,-0.038099663143222
NEXTERA ENERGY INC,"Trinity Operating USG, LLC - Arkoma (Basin 345)",211130,72753.228,Natural Gas Extraction ,,2020,"Trinity Operating USG, LLC - Arkoma (Basin 345)","601 Travis Street, Ste 1900",Houston,TX,77002,,"601 Travis Street, Ste 1900",Houston,TX,77002,100.0,211130,72753.228,NEE,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4B42335950532D52,US,USD,True,BBG000BJSBJ0,753308.0,,162230582725,93.21,69.41,93.73,69.79,0.038054909983428004,1964439781,0,7338630,7504813,82.94,82.74,2018,1.81,1.5685251606453852,0.018941252996563,,2022-02-28,2022-04-21,45.40458514556955,0.5214667764923211,1.692443373666336,1.829427964219576,0.44599561713682,0.047893583312664,-0.10809104989132501,0.024090425663476002,0.0008254604389320001,0.010124420590387,0.0036359229184340005,-0.038099663143222
