Parent,Subsidiary,ticker
DUPONT DE NEMOURS INC,DUPONT KINSTON PLANT,DD
DUPONT DE NEMOURS INC,PROTEIN TECHNOLOGIES INTERN.,DD
DUPONT DE NEMOURS INC,"DuPont Nutrition USA, Inc",DD
DUPONT DE NEMOURS INC,"DUPONT NUTRITION USA, INC",DD
EAGLE MATERIALS INC,AMERICAN GYPSUM - BERNALILLO (WALLBOARD) PLANT,EXP
EAGLE MATERIALS INC,REPUBLIC PAPERBOARD CO,EXP
EAGLE MATERIALS INC,NEVADA CEMENT COMPANY,EXP
EAGLE MATERIALS INC,Central Plains Cement Company LLC,EXP
EAGLE MATERIALS INC,Georgetown Facility,EXP
EAGLE MATERIALS INC,AMERICAN GYPSUM COMPANY,EXP
EAGLE MATERIALS INC,AMERICAN GYPSUM CO /GYPSUM WALLBOARD PLT,EXP
EAGLE MATERIALS INC,MOUNTAIN CEMENT CO,EXP
EAGLE MATERIALS INC,Fairborn Cement Company LLC,EXP
EAGLE MATERIALS INC,ILLINOIS CEMENT CO,EXP
EAGLE MATERIALS INC,Central Plains Cement Company,EXP
EAGLE MATERIALS INC,AMERICAN GYPSUM COMPANY,EXP
EAGLE MATERIALS INC,KOSMOS CEMENT CO,EXP
EARTHSTONE ENERGY INC,"Earthstone Operating, LLC - Basin 220",ESTE
EARTHSTONE ENERGY INC,Earthstone Energy 430 Permian,ESTE
EASTMAN CHEMICAL CO,Eastman Chemical Company,EMN
EASTMAN CHEMICAL CO,SOLUTIA INC ANNISTON PLANT,EMN
EASTMAN CHEMICAL CO,"Eastman Chemical Resins, Inc. - Jefferson Site",EMN
EASTMAN CHEMICAL CO,SOLUTIA INC - INDIAN ORCHARD PLANT,EMN
EASTMAN CHEMICAL CO,Eastman Chemical Texas City Operations,EMN
EASTMAN CHEMICAL CO,TAMINCO US LLC,EMN
EASTMAN CHEMICAL CO,Eastman Chemical - Texas Operations,EMN
EASTMAN CHEMICAL CO,TAMINCO US LLC,EMN
EDISON INTERNATIONAL,Mountainview Generating Station,EIX
EDISON INTERNATIONAL,Southern California Edison,EIX
EDISON INTERNATIONAL,Salt River Project - T & D Equipment,EIX
ENERGY TRANSFER LP,PEI Power Corporation,ET
ENERGY TRANSFER LP,Lamar Compressor Station,ET
ENERGY TRANSFER LP,Brookeland Gas Plant,ET
ENERGY TRANSFER LP,"MEP Station 3 Perryville, LA",ET
ENERGY TRANSFER LP,King Ranch Gas Plant,ET
ENERGY TRANSFER LP,SUNOCO PARTNERS MARKETING & TERMINALS L.P. - MARCUS HOOK INDUSTRIAL COMPLEX,ET
ENERGY TRANSFER LP,FLORIDA GAS TRANSMISSION COMPANY - BROOKER,ET
ENERGY TRANSFER LP,FLORIDA GAS TRANSMISSION COMPANY - CARRYVILLE,ET
ENERGY TRANSFER LP,FLORIDA GAS TRANSMISSION COMPANY - FRANKLINTON,ET
ENERGY TRANSFER LP,FLORIDA GAS TRANSMISSION COMPANY - LECANTO,ET
ENERGY TRANSFER LP,FLORIDA GAS TRANSMISSION COMPANY - MELBOURNE,ET
ENERGY TRANSFER LP,FLORIDA GAS TRANSMISSION COMPANY - Mt VERNON,ET
ENERGY TRANSFER LP,FLORIDA GAS TRANSMISSION COMPANY - MUNSON,ET
ENERGY TRANSFER LP,FLORIDA GAS TRANSMISSION COMPANY - ORLANDO,ET
ENERGY TRANSFER LP,FLORIDA GAS TRANSMISSION COMPANY - PERRY STATION,ET
ENERGY TRANSFER LP,FLORIDA GAS TRANSMISSION COMPANY - PORT BARRE,ET
ENERGY TRANSFER LP,FLORIDA GAS TRANSMISSION COMPANY - QUINCY,ET
ENERGY TRANSFER LP,"MEP Station 4 Vicksburg, MS",ET
ENERGY TRANSFER LP,"MEP Atlanta Station 2, TX",ET
ENERGY TRANSFER LP,PANHANDLE EASTERN PIPE LINE CO - CENTRALIA,ET
ENERGY TRANSFER LP,PANHANDLE EASTERN PIPE LINE CO - HAVEN,ET
ENERGY TRANSFER LP,PANHANDLE EASTERN PIPE LINE CO - LIBERAL,ET
ENERGY TRANSFER LP,PANHANDLE EASTERN PIPE LINE CO - LOUISBURG,ET
ENERGY TRANSFER LP,PANHANDLE EASTERN PIPE LINE CO - ZIONSVILLE,ET
ENERGY TRANSFER LP,TRUNKLINE GAS CO - JOHNSONVILLE,ET
ENERGY TRANSFER LP,TRUNKLINE GAS CO - JOPPA,ET
ENERGY TRANSFER LP,TRUNKLINE GAS CO - NORTH JUDSON,ET
ENERGY TRANSFER LP,JACKALOPE TREATER,ET
ENERGY TRANSFER LP,STATION #8 - CORONA CMP STN,ET
ENERGY TRANSFER LP,PANHANDLE EASTERN PIPE LINE CO - HOUSTONIA,ET
ENERGY TRANSFER LP,PANHANDLE EASTERN PIPE LINE CO - MONTEZUMA,ET
ENERGY TRANSFER LP,PANHANDLE EASTERN PIPE LINE CO - OLPE,ET
ENERGY TRANSFER LP,PANHANDLE EASTERN PIPE LINE CO - PLEASANT HILL,ET
ENERGY TRANSFER LP,PANHANDLE EASTERN PIPE LINE CO - TUSCOLA,ET
ENERGY TRANSFER LP,TRUNKLINE GAS CO - EPPS,ET
ENERGY TRANSFER LP,SEA ROBIN PIPELINE CO - ERATH,ET
ENERGY TRANSFER LP,TRUNKLINE GAS CO - TUSCOLA,ET
ENERGY TRANSFER LP,GODLEY PLANT,ET
ENERGY TRANSFER LP,FLORIDA GAS TRANSMISSION COMPANY - TRENTON,ET
ENERGY TRANSFER LP,PANHANDLE EASTERN PIPE LINE CO - EDGERTON,ET
ENERGY TRANSFER LP,PANHANDLE EASTERN PIPE LINE CO - GLENARM,ET
ENERGY TRANSFER LP,FLORIDA GAS TRANSMISSION COMPANY - W PALM,ET
ENERGY TRANSFER LP,FLORIDA GAS TRANSMISSION COMPANY - WIGGINS,ET
ENERGY TRANSFER LP,FLORIDA GAS TRANSMISSION COMPANY - ZACHARY,ET
ENERGY TRANSFER LP,PANHANDLE EASTERN PIPE LINE CO - ALVA N HOPETON,ET
ENERGY TRANSFER LP,PANHANDLE EASTERN PIPE LINE CO - CASHION,ET
ENERGY TRANSFER LP,STATION #5 - THOREAU CMP STN,ET
ENERGY TRANSFER LP,Hemphill Gas Plant,ET
ENERGY TRANSFER LP,Sunray Gas Plant,ET
ENERGY TRANSFER LP,WAHA CMP STN,ET
ENERGY TRANSFER LP,Comfort Compressor Station,ET
ENERGY TRANSFER LP,MAYPEARL CMP STN,ET
ENERGY TRANSFER LP,FLORIDA GAS TRANSMISSION COMPANY - SILVER SPRINGS,ET
ENERGY TRANSFER LP,FLORIDA GAS TRANSMISSION COMPANY - THONOTOSASSA,ET
ENERGY TRANSFER LP,Gomez Gas Plant,ET
ENERGY TRANSFER LP,Spearman Gas Processing Plant,ET
ENERGY TRANSFER LP,Beaver Gas Plant,ET
ENERGY TRANSFER LP,Eastside Compressor Station,ET
ENERGY TRANSFER LP,Keystone Gas Plant,ET
ENERGY TRANSFER LP,Mivida Treater Plant,ET
ENERGY TRANSFER LP,Bethel Compressor Station,ET
ENERGY TRANSFER LP,Cleburne Compressor Station,ET
ENERGY TRANSFER LP,CHATHAM CMP STN,ET
ENERGY TRANSFER LP,STATION #3 - LEUPP CMP STN,ET
ENERGY TRANSFER LP,STATION #7 - MOUNTAINAIR CMP STN,ET
ENERGY TRANSFER LP,Waha Gas Plant,ET
ENERGY TRANSFER LP,WEST BISTINEAU FACILITY,ET
ENERGY TRANSFER LP,CARTHAGE CMP STN,ET
ENERGY TRANSFER LP,GRIMES COUNTY CMP STN,ET
ENERGY TRANSFER LP,P-3 CMP STN,ET
ENERGY TRANSFER LP,OZONA CMP STN,ET
ENERGY TRANSFER LP,JUNCTION CMP STN,ET
ENERGY TRANSFER LP,BLOOMFIELD CMP STN,ET
ENERGY TRANSFER LP,GEISMAR FRACTIONATION PLANT,ET
ENERGY TRANSFER LP,LA PLATA \A\ CMP STN,ET
ENERGY TRANSFER LP,PRAIRIE LEA CMP STN,ET
ENERGY TRANSFER LP,Jal #3 Gas Plant,ET
ENERGY TRANSFER LP,HFOTCO LLC,ET
ENERGY TRANSFER LP,Tilden Gas Plant,ET
ENERGY TRANSFER LP,LAGRANGE PLANT,ET
ENERGY TRANSFER LP,STATION #9 - ROSWELL CMP STN,ET
ENERGY TRANSFER LP,Dubach Cryogenic Plant,ET
ENERGY TRANSFER LP,Bailey Compressor Station,ET
ENERGY TRANSFER LP,Mainline Compressor Station,ET
ENERGY TRANSFER LP,REED CMP STN,ET
ENERGY TRANSFER LP,RUSSELL CMP STN,ET
ENERGY TRANSFER LP,STATION #2 - FLAGSTAFF CMP STN,ET
ENERGY TRANSFER LP,Coyanosa Gas Plant,ET
ENERGY TRANSFER LP,Crescent Gas Plant,ET
ENERGY TRANSFER LP,DINN TREATER,ET
ENERGY TRANSFER LP,Halley Plant / Compressor Station,ET
ENERGY TRANSFER LP,Tippett Gas Plant,ET
ENERGY TRANSFER LP,Antelope Hills Gas Plant,ET
ENERGY TRANSFER LP,Logansport Expansion Gathering Facility,ET
ENERGY TRANSFER LP,Wiggins Facility,ET
ENERGY TRANSFER LP,APPLEBY TREATER,ET
ENERGY TRANSFER LP,Woodall Gas Plant,ET
ENERGY TRANSFER LP,Red Bluff Processing Plant,ET
ENERGY TRANSFER LP,CHISHOLM PLANT,ET
ENERGY TRANSFER LP,LAS TIENDAS PLANT,ET
ENERGY TRANSFER LP,Hopeton Gas Plant,ET
ENERGY TRANSFER LP,Wheeler Gas Plant,ET
ENERGY TRANSFER LP,Jackson County Gas Plant,ET
ENERGY TRANSFER LP,Kenedy Gas Plant,ET
ENERGY TRANSFER LP,Mont Belvieu Fractionators,ET
ENERGY TRANSFER LP,Bones Springs Plant,ET
ENERGY TRANSFER LP,Rebel Gas Plant,ET
ENERGY TRANSFER LP,Rose Valley Gas Plant,ET
ENERGY TRANSFER LP,Dubberly Refrigeration Plant,ET
ENERGY TRANSFER LP,KDB Central Treating Facility Plant,ET
ENERGY TRANSFER LP,Cane Hill Compressor Station,ET
ENERGY TRANSFER LP,Lone Star NGL Fracs 4 & 5,ET
ENERGY TRANSFER LP,Lincoln Parish Gas Processing Plant,ET
ENERGY TRANSFER LP,Mt. Olive Gas Plant,ET
ENERGY TRANSFER LP,Energy Transfer 260 - East Texas Basin,ET
ENERGY TRANSFER LP,Energy Transfer 415 - Strawn Basin,ET
ENERGY TRANSFER LP,Energy Transfer 420 - Fort Worth Syncline,ET
ENERGY TRANSFER LP,Energy Transfer 355 - Chautaugua Platform,ET
ENERGY TRANSFER LP,Energy Transfer 360 - Anadarko Basin,ET
ENERGY TRANSFER LP,Energy Transfer 430 - Permian Basin,ET
ENERGY TRANSFER LP,Energy Transfer 220 - Gulf Coast Basin,ET
ENERGY TRANSFER LP,Energy Transfer 230 - Arkla Basin,ET
ENERGY TRANSFER LP,Energy Transfer 160A - Appalachian Basin,ET
ENERGY TRANSFER LP,Transmission Pipeline - Florida Gas Transmission,ET
ENERGY TRANSFER LP,Transmission Pipeline - Trunkline Gas Co,ET
ENERGY TRANSFER LP,Transmission Pipeline - Transwestern Pipeline Company LLC,ET
ENERGY TRANSFER LP,Transmission Pipeline - Panhandle Eastern Pipeline Co,ET
ENERGY TRANSFER LP,Transmission Pipeline - Energy Transfer Fuel LP,ET
ENERGY TRANSFER LP,Transmission Pipeline - Houston Pipe Line Company LP,ET
ENERGY TRANSFER LP,Alamo Gas Plant,ET
ENERGY TRANSFER LP,Panther Gas Plant,ET
ENERGY TRANSFER LP,Arrowhead Gas Plant,ET
ENERGY TRANSFER LP,Rover - Mainline CS #1,ET
ENERGY TRANSFER LP,Rover - Mainline CS #2,ET
ENERGY TRANSFER LP,Rover - Mainline CS #3,ET
ENERGY TRANSFER LP,Sherwood Compressor Station,ET
ENERGY TRANSFER LP,Cadiz Compressor Station,ET
ENERGY TRANSFER LP,Nederland Terminal,ET
ENERGY TRANSFER LP,Transmission Pipeline - Rover Pipeline LLC,ET
ENERGY TRANSFER LP,Transmission Pipeline - Trans-Pecos Pipeline LLC,ET
ENERGY TRANSFER LP,Lone Star Frac 6 & 8,ET
ENERGY TRANSFER LP,Lone Star NGL Frac VII,ET
ENLINK MIDSTREAM LLC,Cana Gas Plant,ENLC
ENLINK MIDSTREAM LLC,CROSSTEX PROCESSING SERVICES LLC - RIVERSIDE FRACTIONATION,ENLC
ENLINK MIDSTREAM LLC,Silver Creek Processing Plant,ENLC
ENLINK MIDSTREAM LLC,Pelican Processing Plant,ENLC
ENLINK MIDSTREAM LLC,EUNICE NATURAL GAS PROCESSING PLANT,ENLC
ENLINK MIDSTREAM LLC,PLAQUEMINE GAS PLANT,ENLC
ENLINK MIDSTREAM LLC,MidMar West Gas Plant,ENLC
ENLINK MIDSTREAM LLC,BRIDGEPORT GAS PROCESSING PLANT,ENLC
ENLINK MIDSTREAM LLC,Northridge Gas Plant,ENLC
ENLINK MIDSTREAM LLC,Deadwood Cryo Plant,ENLC
ENLINK MIDSTREAM LLC,Plaquemine NGL Fractionation Plant,ENLC
ENLINK MIDSTREAM LLC,MidMar East Gas Plant,ENLC
ENLINK MIDSTREAM LLC,EnLink Anadarko #360-G&B,ENLC
ENLINK MIDSTREAM LLC,"E2 Ohio Compression, LLC G&B-160A-Appalachian Basin EOA",ENLC
ENLINK MIDSTREAM LLC,"SWG Pipeline, LLC G&B 415 - Strawn Basin",ENLC
ENLINK MIDSTREAM LLC,"E2 Appalachian Compression, LLC G&B-160-Appalachian Basin",ENLC
ENLINK MIDSTREAM LLC,"EnLink Midstream Services, LLC G&B 420 - Fort Worth Syncline",ENLC
ENLINK MIDSTREAM LLC,"SWG Pipeline, LLC G&B 420 - Fort Worth Syncline",ENLC
ENLINK MIDSTREAM LLC,Lobo Processing Plant,ENLC
ENLINK MIDSTREAM LLC,Bearkat Cryogenic Plant,ENLC
ENLINK MIDSTREAM LLC,Chisholm Plant,ENLC
ENLINK MIDSTREAM LLC,"EnLink North Texas Gathering, LP G&B 415 - Strawn Basin",ENLC
ENLINK MIDSTREAM LLC,TOM-Stack Anadarko #360-G&B,ENLC
ENLINK MIDSTREAM LLC,Riptide Gas Plant,ENLC
ENLINK MIDSTREAM LLC,"Delaware G&P, LLC G&B 430 - Permian Basin",ENLC
ENLINK MIDSTREAM LLC,"EnLink North Texas Gathering, LP G&B 420 - Fort Worth Syncline",ENLC
ENLINK MIDSTREAM LLC,"EnLink North Texas Gathering, LP G&B 430 - Permian Basin",ENLC
ENLINK MIDSTREAM LLC,TOMPC Chautauqua #355-G&B,ENLC
ENLINK MIDSTREAM LLC,Thunderbird Gas Plant,ENLC
ENTERGY CORP,Choctaw County Gen,ETR
ENTERGY CORP,Baxter Wilson,ETR
ENTERGY CORP,Union Power Station,ETR
ENTERGY CORP,Hot Spring Energy Facility,ETR
ENTERGY CORP,Ouachita Plant,ETR
ENTERGY CORP,Lewis Creek,ETR
ENTERGY CORP,White Bluff,ETR
ENTERGY CORP,Big Cajun 2,ETR
ENTERGY CORP,Independence,ETR
ENTERGY CORP,Gerald Andrus,ETR
ENTERGY CORP,Waterford 1 & 2,ETR
ENTERGY CORP,Louisiana 1,ETR
ENTERGY CORP,Calcasieu Plant,ETR
ENTERGY CORP,Acadia Power Station,ETR
ENTERGY CORP,Hinds Energy Facility,ETR
ENTERGY CORP,Lake Catherine,ETR
ENTERGY CORP,R S Nelson,ETR
ENTERGY CORP,Little Gypsy,ETR
ENTERGY CORP,Ninemile Point,ETR
ENTERGY CORP,"Entergy New Orleans, LLC Gas Business",ETR
ENTERGY CORP,"Entergy Louisiana, LLC Gas Business",ETR
ENTERGY CORP,Sabine,ETR
ENTERGY CORP,Attala Generating Plant,ETR
ENTERGY CORP,Perryville Power Station,ETR
ENTERGY CORP,Eagle US 2 LLC,ETR
ENTERGY CORP,Entergy (all subsidiary companies),ETR
ENTERGY CORP,St.Charles,ETR
ENTERGY CORP,Montgomery County Power Station,ETR
ENTERGY CORP,Washington Parish Energy Center,ETR
ENTERGY CORP,New Orleans Power Station,ETR
ENTERGY CORP,Lake Charles Power Station,ETR
EQT CORP,EQT Production - Basin 160 - Appalachian,EQT
EQT CORP,EQT Production - Basin 160A - Appalachian Eastern Overthrust,EQT
EQT CORP,Stanolind Production LLC,EQT
EQT CORP,EQT Production - Basin 160A - Appalachian Eastern Overthrust - GB,EQT
EQT CORP,Stanolind Production LLC - Basin 430 - Permian - GB,EQT
EQUITRANS MIDSTREAM CORP,Jefferson Compressor Station,ETRN
EQUITRANS MIDSTREAM CORP,Pratt Compressor Station,ETRN
EQUITRANS MIDSTREAM CORP,Laurel Ridge/Rager Mountain Compressor Station,ETRN
EQUITRANS MIDSTREAM CORP,"Eureka Midstream, LLC",ETRN
EQUITRANS MIDSTREAM CORP,Blacksville Compressor Station,ETRN
EQUITRANS MIDSTREAM CORP,EQM Olympus Midstream LLC - Basin 160A,ETRN
EQUITRANS MIDSTREAM CORP,EQM Poseidon Midstream LLC - Basin 160A,ETRN
EQUITRANS MIDSTREAM CORP,"EQM Gathering Opco, LLC - Basin 160A - Appalachian Eastern Overthrust - GB",ETRN
EQUITRANS MIDSTREAM CORP,"Equitrans, LP - Transmission Pipeline",ETRN
EQUITRANS MIDSTREAM CORP,Plasma Compressor Station,ETRN
EQUITRANS MIDSTREAM CORP,Corona Compressor Station,ETRN
EQUITRANS MIDSTREAM CORP,"Strike Force East, LLC - Basin 160A",ETRN
EQUITRANS MIDSTREAM CORP,"Strike Force South, LLC - Basin 160A",ETRN
EQUITRANS MIDSTREAM CORP,"Equitrans, LP - Equitrans Gathering",ETRN
EQUITRANS MIDSTREAM CORP,Redhook Compressor Station,ETRN
EVERGY INC,South Harper Generating Station,EVRG
EVERGY INC,Greenwood Generating Station,EVRG
EVERGY INC,Jeffrey Energy Center,EVRG
EVERGY INC,Lawrence Energy Center,EVRG
EVERGY INC,Emporia Energy Center,EVRG
EVERGY INC,Spring Creek Energy Center,EVRG
EVERGY INC,Hawthorn Generating Station,EVRG
EVERGY INC,Iatan Generating Station,EVRG
EVERGY INC,State Line (MO),EVRG
EVERGY INC,West Gardner Generating Station,EVRG
EVERGY INC,La Cygne Generating Station,EVRG
EVERGY INC,Gordon Evans Energy Center,EVRG
EVERGY INC,Lake Road Generating Station,EVRG
EVERGY INC,Evergy Transmission and Distribution,EVRG
EVERSOURCE ENERGY,NSTAR Gas Company,ES
EVERSOURCE ENERGY,Eversource Gas Mass,ES
EVERSOURCE ENERGY,Yankee Gas Supply,ES
EXELON CORP,PECO Transmission and Distribution,EXC
EXELON CORP,Perryman,EXC
EXELON CORP,Riverside,EXC
EXELON CORP,Westport,EXC
EXELON CORP,Mystic,EXC
EXELON CORP,Medway Station,EXC
EXELON CORP,Hillabee Energy Center,EXC
EXELON CORP,Eddystone Generating Station,EXC
EXELON CORP,Schuylkill,EXC
EXELON CORP,Handley Generating Station,EXC
EXELON CORP,Handsome Lake Energy,EXC
EXELON CORP,PECO Gas Division,EXC
EXELON CORP,PHILADELPHIA ROAD GENERATING,EXC
EXELON CORP,Delmarva Power & Light - Gas Delivery,EXC
EXELON CORP,Luz Solar Partners III - VII,EXC
EXELON CORP,Luz Solar Partners III - VII,EXC
EXELON CORP,Luz Solar Partners III - VII,EXC
EXELON CORP,DISTRIGAS OF MASSACHUSETTS LLC,EXC
EXELON CORP,Baltimore Gas & Electric Company,EXC
EXELON CORP,CONSTELLATION POWER SOURCE GENERATION - NOTCH CLIFF,EXC
EXELON CORP,Wolf Hollow II,EXC
EXELON CORP,Colorado Bend II,EXC
EXXON MOBIL CORP,LISBURNE PRODUCTION CENTER,XOM
EXXON MOBIL CORP,CENTRAL COMPRESSOR PLANT,XOM
EXXON MOBIL CORP,CENTRAL GAS FACILITY,XOM
EXXON MOBIL CORP,CENTRAL POWER STATION,XOM
EXXON MOBIL CORP,ENDICOTT PRODUCTION FACILITY,XOM
EXXON MOBIL CORP,SEAWATER INJECTION PLANT,XOM
EXXON MOBIL CORP,SEA ROBIN GAS PROCESSING PLANT,XOM
EXXON MOBIL CORP,Shute Creek Facility,XOM
EXXON MOBIL CORP,Aera Energy Alberta Finley Shale,XOM
EXXON MOBIL CORP,BURLINGTON RESOURCES_LOST CABIN,XOM
EXXON MOBIL CORP,Aera Energy Calso,XOM
EXXON MOBIL CORP,Aera Energy 25 Hill,XOM
EXXON MOBIL CORP,Santa Ynez Unit (SYU),XOM
EXXON MOBIL CORP,Hawkins Gas Plant,XOM
EXXON MOBIL CORP,EAST VACUUM LIQUID RECOVERY PLANT/CO2 PLANT,XOM
EXXON MOBIL CORP,Terrell Gas Plant,XOM
EXXON MOBIL CORP,Hoover Diana Platform (AC25-HA),XOM
EXXON MOBIL CORP,EXXONMOBIL CHEMICAL CO - BATON ROUGE PLASTICS PLANT,XOM
EXXON MOBIL CORP,"Thunder Horse, MMS Platform ID 02481, Complex ID 1101-1",XOM
EXXON MOBIL CORP,Green Canyon 205 A,XOM
EXXON MOBIL CORP,Aera Energy Buena Fe,XOM
EXXON MOBIL CORP,XTO - Cotton Cove,XOM
EXXON MOBIL CORP,XTO - New Teague Plant,XOM
EXXON MOBIL CORP,ConocoPhillips Alaska Inc - KRU CPF2,XOM
EXXON MOBIL CORP,ConocoPhillips Alaska Inc - KRU CPF3,XOM
EXXON MOBIL CORP,ConocoPhillips Alaska Inc - KRU STP,XOM
EXXON MOBIL CORP,Port Allen Complex,XOM
EXXON MOBIL CORP,North Terrebonne Gas Plant,XOM
EXXON MOBIL CORP,MIDWAY-SUNSET COGENERATION CO.,XOM
EXXON MOBIL CORP,XTO - Farrar Plant,XOM
EXXON MOBIL CORP,Aera Energy Metson,XOM
EXXON MOBIL CORP,ConocoPhillips Alaska Inc - KRU CPF1,XOM
EXXON MOBIL CORP,Aera Energy Lost Hills,XOM
EXXON MOBIL CORP,DENVER UNIT CO 2 RECOVERY PLANT,XOM
EXXON MOBIL CORP,DENVER UNIT CO 2 RECOVERY PLANT,XOM
EXXON MOBIL CORP,EXXONMOBIL OIL JOLIET REFINERY,XOM
EXXON MOBIL CORP,XTO - Cotton Valley Gas Plant,XOM
EXXON MOBIL CORP,XTO - Cotton Valley Gas Plant,XOM
EXXON MOBIL CORP,EXXONMOBIL CHEMICAL MONT BELVIEU PLASTICS PLANT,XOM
EXXON MOBIL CORP,Aera Energy Coalinga,XOM
EXXON MOBIL CORP,BEAUMONT POLYETHYLENE PLANT,XOM
EXXON MOBIL CORP,EXXONMOBIL CHEMICAL CO - BATON ROUGE POLYOLEFINS PLANT,XOM
EXXON MOBIL CORP,"CRUDE OIL TOPPING UNIT, PRUDHOE BAY OPERATIONS CENTER, TARMAC CAMP",XOM
EXXON MOBIL CORP,Aera Energy Anderson Fitzgerald,XOM
EXXON MOBIL CORP,Aera Energy Belridge,XOM
EXXON MOBIL CORP,Aera Energy San Ardo,XOM
EXXON MOBIL CORP,Aera Energy MOCO,XOM
EXXON MOBIL CORP,ExxonMobil Fuels & Lubricants Company Billings Refinery,XOM
EXXON MOBIL CORP,SEAWATER TREATMENT PLANT,XOM
EXXON MOBIL CORP,Tebone Fractionator,XOM
EXXON MOBIL CORP,EXXONMOBIL Bt Site,XOM
EXXON MOBIL CORP,EXXONMOBIL BATON ROUGE REFINERY AND CHEMICAL PLANT,XOM
EXXON MOBIL CORP,Exxonmobil Beaumont Refinery,XOM
EXXON MOBIL CORP,XTO Energy Inc 507 Central Western Overthrust,XOM
EXXON MOBIL CORP,XTO Energy Inc 260 East Texas,XOM
EXXON MOBIL CORP,XTO Energy Inc 160A Appalachian E Overthrust,XOM
EXXON MOBIL CORP,XTO Energy Inc 395 Williston,XOM
EXXON MOBIL CORP,Aera Energy San Joaquin Basin,XOM
EXXON MOBIL CORP,XTO Energy Inc 350 South Oklahoma Folded Belt,XOM
EXXON MOBIL CORP,Green River Basin - 535,XOM
EXXON MOBIL CORP,XTO Energy Inc 230 Arkla,XOM
EXXON MOBIL CORP,XTO Energy Inc 595 Piceance,XOM
EXXON MOBIL CORP,XTO Energy Inc 360 Anadarko,XOM
EXXON MOBIL CORP,XTO Energy Inc 220 Gulf Coast,XOM
EXXON MOBIL CORP,XTO Energy Inc 415 Strawn,XOM
EXXON MOBIL CORP,XTO Energy Inc 420 Fort Worth Syncline,XOM
EXXON MOBIL CORP,XTO Energy Inc 430 Permian,XOM
EXXON MOBIL CORP,XTO Energy Inc 345 Arkoma,XOM
EXXON MOBIL CORP,Aera Energy Wier Gore Maxwell,XOM
EXXON MOBIL CORP,Walker Ridge 718 (JSM),XOM
EXXON MOBIL CORP,Point Thomson Production Facility,XOM
EXXON MOBIL CORP,Aera Energy Coastal G and B,XOM
EXXON MOBIL CORP,Aera Energy San Joaquin G and B,XOM
EXXON MOBIL CORP,ExxonMobil 535 Green River GB (LaBArge Gathering & Boosting),XOM
EXXON MOBIL CORP,Aera Energy Penn Zier,XOM
EXXON MOBIL CORP,Aera Energy Lockwood,XOM
EXXON MOBIL CORP,XTO Energy Inc 230 Arkla – GB,XOM
EXXON MOBIL CORP,XTO Energy Inc 360 Anadarko – GB,XOM
EXXON MOBIL CORP,XTO Energy Inc 430 Permian – GB,XOM
EXXON MOBIL CORP,XTO Energy Inc 420 Fort Worth Syncline – GB,XOM
EXXON MOBIL CORP,XTO Energy Inc 415 Strawn – GB,XOM
EXXON MOBIL CORP,XTO Energy Inc 350 South Oklahoma Folded Belt – GB,XOM
EXXON MOBIL CORP,XTO Energy Inc 345 Arkoma – GB,XOM
EXXON MOBIL CORP,XTO Energy Inc 160A Appalachian E Overthrust – GB,XOM
EXXON MOBIL CORP,XTO Energy Inc 395 Williston – GB,XOM
EXXON MOBIL CORP,XTO Energy Inc 595 Piceance – GB,XOM
EXXON MOBIL CORP,XTO Energy Inc 260 East Texas – GB,XOM
EXXON MOBIL CORP,XTO Energy Inc 220 Gulf Coast – GB,XOM
EXXON MOBIL CORP,XTO - Boyscout Boardwalk,XOM
FIRSTENERGY CORP,Fort Martin Power Station,FE
FIRSTENERGY CORP,Harrison Power Station,FE
FIRSTENERGY CORP,FirstEnergy Substation Group,FE
FORD MOTOR CO,FORD MOTOR COMPANY - FORD OHIO ASSEMBLY PLANT,F
FORD MOTOR CO,Ford Motor Company - Flat Rock Assembly Plant,F
FORD MOTOR CO,FORD MOTOR COMPANY - FORD KENTUCKY TRUCK PLANT,F
FORD MOTOR CO,FORD MOTOR COMPANY - FORD MICHIGAN ASSEMBLY SITE,F
FORD MOTOR CO,FORD MOTOR COMPANY - FORD STERLING PLANT,F
FORD MOTOR CO,FORD MOTOR COMPANY - FORD LOUISVILLE ASSEMBLY PLANT,F
FORD MOTOR CO,FORD MOTOR COMPANY - FORD KANSAS CITY ASSEMBLY PLANT,F
FORD MOTOR CO,FORD MOTOR COMPANY - FORD ROUGE SITE,F
FORD MOTOR CO,Ford Motor Company - Chicago Assembly Plant,F
FORD MOTOR CO,FORD MOTOR COMPANY - FORD RESEARCH AND ENGINEERING CENTER,F
FREEPORT-MCMORAN INC,APACHE NITROGEN PRODUCTS - PLANT,FCX
FREEPORT-MCMORAN INC,PHELPS DODGE REFINING CORPORATION,FCX
FREEPORT-MCMORAN INC,North Terrebonne Gas Plant,FCX
FREEPORT-MCMORAN INC,Freeport-McMoRan Morenci,FCX
FREEPORT-MCMORAN INC,FREEPORT-MCMORAN MIAMI INC,FCX
FREEPORT-MCMORAN INC,Tebone Fractionator,FCX
FUTUREFUEL CORP,FutureFuel Chemical Company,FF
GENERAL ELECTRIC CO,GE's Grid Solutions,GE
GENERAL ELECTRIC CO,Inland Empire Energy Center,GE
GENERAL ELECTRIC CO,Russell City Energy Company LLC,GE
GENERAL ELECTRIC CO,General Electric Aviation,GE
GENERAL ELECTRIC CO,"EFS Parlin Holdings, LLC",GE
